2023-07/20/-16:39:23.554   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=270, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101D4750, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=23.0, temp2=20.75, temp3=23.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:23.606   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628150D2450, voltage=3742, quantity=46, warningcode=0, sensornum=3, temp1=22.81, temp2=22.37, temp3=22.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:23.609   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628150D2450, voltage=3742, quantity=46, warningcode=0, sensornum=3, temp1=22.81, temp2=22.37, temp3=22.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:30.685   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=99, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810104150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.75, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:30.692   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=99, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810104150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.75, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:30.692   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=99, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810104150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.75, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:03:02.078   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F231C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=36.81, temp2=37.12, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:03:02.095   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F231C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=36.81, temp2=37.12, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:03:02.096   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F231C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=36.81, temp2=37.12, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:03:02.101   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F231C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=36.81, temp2=37.12, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:04.302   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E1F1D50, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=35.18, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:04.305   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E1F1D50, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=35.18, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:04.332   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E1F1D50, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=35.18, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:04.354   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E1F1D50, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=35.18, temp2=33.87, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:44.073   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=46, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815281D50, voltage=3792, quantity=51, warningcode=0, sensornum=3, temp1=33.81, temp2=32.12, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:44.091   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=46, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815281D50, voltage=3792, quantity=51, warningcode=0, sensornum=3, temp1=33.81, temp2=32.12, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:44.103   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=46, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815281D50, voltage=3792, quantity=51, warningcode=0, sensornum=3, temp1=33.81, temp2=32.12, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:44.111   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=46, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815281D50, voltage=3792, quantity=51, warningcode=0, sensornum=3, temp1=33.81, temp2=32.12, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:04:45.567   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F241C50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=36.68, temp2=37.56, temp3=36.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:06:38.796   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=871, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812194150, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=35.0, temp2=34.06, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:06:38.812   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=871, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812194150, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=35.0, temp2=34.06, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:06:38.813   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=871, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812194150, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=35.0, temp2=34.06, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:06:38.816   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=871, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812194150, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=35.0, temp2=34.06, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
