2023-07/21/-09:28:57.251   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=543, rssi=79, frequency=582, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F321C50, voltage=3760, quantity=48, warningcode=0, sensornum=3, temp1=36.0, temp2=35.75, temp3=33.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-12:03:38.041   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=264, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3E4F50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=21.81, temp2=20.12, temp3=19.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:03:38.041)
2023-07/21/-12:03:38.058   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=264, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3E4F50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=21.81, temp2=20.12, temp3=19.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:03:38.057)
2023-07/21/-12:05:46.936   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=850, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628131D4C50, voltage=3786, quantity=51, warningcode=0, sensornum=3, temp1=21.56, temp2=20.62, temp3=20.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:05:46.936)
2023-07/21/-12:05:46.939   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=850, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628131D4C50, voltage=3786, quantity=51, warningcode=0, sensornum=3, temp1=21.56, temp2=20.62, temp3=20.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:05:46.938)
2023-07/21/-14:44:43.016   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=632, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1750, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=34.75, temp2=35.68, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:44:43.009)
2023-07/21/-14:44:43.029   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=632, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1750, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=34.75, temp2=35.68, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:44:43.016)
2023-07/21/-14:44:43.029   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=632, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1750, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=34.75, temp2=35.68, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:44:43.029)
2023-07/21/-14:44:43.030   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=632, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1750, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=34.75, temp2=35.68, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:44:43.030)
2023-07/21/-14:46:06.127   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=567, rssi=76, frequency=482, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815322A50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=35.31, temp2=35.68, temp3=32.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:46:06.127)
2023-07/21/-14:46:06.128   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=567, rssi=76, frequency=482, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815322A50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=35.31, temp2=35.68, temp3=32.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:46:06.127)
2023-07/21/-14:46:06.138   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=567, rssi=76, frequency=482, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815322A50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=35.31, temp2=35.68, temp3=32.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:46:06.138)
2023-07/21/-14:46:06.163   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=567, rssi=76, frequency=482, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815322A50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=35.31, temp2=35.68, temp3=32.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:46:06.162)
2023-07/21/-14:47:00.048   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=808, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818392D50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=19.93, temp2=21.81, temp3=21.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:00.048)
2023-07/21/-14:47:00.142   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=808, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818392D50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=19.93, temp2=21.81, temp3=21.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:00.142)
2023-07/21/-14:47:00.151   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=808, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818392D50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=19.93, temp2=21.81, temp3=21.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:00.151)
2023-07/21/-14:47:00.160   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=808, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818392D50, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=19.93, temp2=21.81, temp3=21.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:00.160)
2023-07/21/-14:47:23.007   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=268, rssi=92, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813183E50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.0, temp2=32.68, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:23.007)
2023-07/21/-14:47:23.019   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=268, rssi=92, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813183E50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.0, temp2=32.68, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:47:23.019)
2023-07/21/-14:49:05.361   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=220, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F101D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=20.12, temp2=20.12, temp3=20.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:49:05.360)
2023-07/21/-14:49:05.364   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=220, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F101D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=20.12, temp2=20.12, temp3=20.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:49:05.362)
2023-07/21/-14:49:05.406   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=220, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F101D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=20.12, temp2=20.12, temp3=20.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:49:05.405)
2023-07/21/-14:50:16.246   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=848, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815062D50, voltage=3730, quantity=44, warningcode=0, sensornum=3, temp1=36.06, temp2=36.62, temp3=35.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:50:16.246)
2023-07/21/-14:50:16.259   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=848, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815062D50, voltage=3730, quantity=44, warningcode=0, sensornum=3, temp1=36.06, temp2=36.62, temp3=35.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:50:16.259)
2023-07/21/-14:50:16.262   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=848, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815062D50, voltage=3730, quantity=44, warningcode=0, sensornum=3, temp1=36.06, temp2=36.62, temp3=35.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:50:16.262)
2023-07/21/-14:50:16.277   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=848, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815062D50, voltage=3730, quantity=44, warningcode=0, sensornum=3, temp1=36.06, temp2=36.62, temp3=35.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:50:16.277)
2023-07/21/-14:53:18.099   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=58, rssi=87, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628132A4150, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=29.87, temp2=29.75, temp3=29.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:53:18.098)
2023-07/21/-14:53:18.110   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=58, rssi=87, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628132A4150, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=29.87, temp2=29.75, temp3=29.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:53:18.110)
2023-07/21/-14:53:18.117   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=58, rssi=87, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628132A4150, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=29.87, temp2=29.75, temp3=29.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:53:18.117)
2023-07/21/-14:53:18.119   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=58, rssi=87, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628132A4150, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=29.87, temp2=29.75, temp3=29.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:53:18.118)
2023-07/21/-14:55:18.549   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=527, rssi=72, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815612950, voltage=3786, quantity=51, warningcode=0, sensornum=3, temp1=37.56, temp2=36.56, temp3=36.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:55:18.548)
2023-07/21/-14:55:30.397   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=844, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815472A50, voltage=3754, quantity=47, warningcode=0, sensornum=3, temp1=36.81, temp2=37.0, temp3=35.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:55:30.396)
2023-07/21/-14:55:30.409   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=844, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815472A50, voltage=3754, quantity=47, warningcode=0, sensornum=3, temp1=36.81, temp2=37.0, temp3=35.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:55:30.409)
2023-07/21/-14:55:30.427   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=844, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815472A50, voltage=3754, quantity=47, warningcode=0, sensornum=3, temp1=36.81, temp2=37.0, temp3=35.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:55:30.426)
2023-07/21/-14:57:03.564   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=365, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E4D1950, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=20.75, temp2=22.31, temp3=21.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:03.563)
2023-07/21/-14:57:03.577   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=365, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E4D1950, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=20.75, temp2=22.31, temp3=21.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:03.576)
2023-07/21/-14:57:03.600   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=365, rssi=81, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E4D1950, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=20.75, temp2=22.31, temp3=21.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:03.599)
2023-07/21/-14:57:17.918   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=845, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F151550, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=33.5, temp2=33.81, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:17.917)
2023-07/21/-14:57:17.939   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=845, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F151550, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=33.5, temp2=33.81, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:17.938)
2023-07/21/-14:57:17.939   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=845, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F151550, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=33.5, temp2=33.81, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:17.939)
2023-07/21/-14:57:17.940   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=845, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F151550, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=33.5, temp2=33.81, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T14:57:17.940)
2023-07/21/-15:19:50.829   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=400, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3B1650, voltage=3778, quantity=49, warningcode=0, sensornum=3, temp1=36.0, temp2=35.43, temp3=34.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:19:50.824)
2023-07/21/-15:19:50.845   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=400, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3B1650, voltage=3778, quantity=49, warningcode=0, sensornum=3, temp1=36.0, temp2=35.43, temp3=34.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:19:50.830)
2023-07/21/-15:19:50.851   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=400, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3B1650, voltage=3778, quantity=49, warningcode=0, sensornum=3, temp1=36.0, temp2=35.43, temp3=34.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:19:50.851)
2023-07/21/-15:19:50.864   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=400, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3B1650, voltage=3778, quantity=49, warningcode=0, sensornum=3, temp1=36.0, temp2=35.43, temp3=34.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:19:50.864)
2023-07/21/-15:24:08.667   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=847, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813383E50, voltage=3790, quantity=51, warningcode=0, sensornum=3, temp1=34.31, temp2=34.5, temp3=32.93, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:24:08.666)
2023-07/21/-15:24:08.741   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=847, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813383E50, voltage=3790, quantity=51, warningcode=0, sensornum=3, temp1=34.31, temp2=34.5, temp3=32.93, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:24:08.741)
2023-07/21/-15:24:08.746   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=847, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813383E50, voltage=3790, quantity=51, warningcode=0, sensornum=3, temp1=34.31, temp2=34.5, temp3=32.93, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:24:08.744)
2023-07/21/-15:24:08.767   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=847, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813383E50, voltage=3790, quantity=51, warningcode=0, sensornum=3, temp1=34.31, temp2=34.5, temp3=32.93, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:24:08.767)
2023-07/21/-15:25:41.184   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=847, rssi=78, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F534F50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=20.68, temp2=22.68, temp3=20.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:25:41.183)
2023-07/21/-15:25:41.194   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=847, rssi=78, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F534F50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=20.68, temp2=22.68, temp3=20.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:25:41.194)
2023-07/21/-15:25:41.211   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=847, rssi=78, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F534F50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=20.68, temp2=22.68, temp3=20.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:25:41.211)
2023-07/21/-15:25:41.213   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=847, rssi=78, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F534F50, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=20.68, temp2=22.68, temp3=20.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:25:41.213)
